1 11 21 36 48 49 59 66 1673
1 11 21 35 48 49 59 66 1091
1 11 21 36 48 49 59 66 2066
1 11 21 35 48 49 59 66 1187
1 11 21 35 48 49 59 66 802
1 11 21 35 48 49 59 66 1242
1 11 21 35 48 49 59 66 1800
1 11 21 35 48 49 59 66 702
1 11 21 35 48 49 59 66 597
1 11 21 35 48 50 59 66 982
1 11 21 35 48 50 59 66 982
1 11 21 35 48 50 59 66 712
1 11 21 35 48 50 59 66 1330
1 11 21 35 48 50 59 66 579
1 11 21 35 48 50 59 66 1102
1 11 21 35 48 50 59 66 2263
1 11 21 35 48 50 59 66 1858
1 11 21 35 48 50 59 66 1074
1 11 21 35 48 51 59 66 1444
1 11 21 35 48 51 59 66 1153
1 11 21 35 48 51 59 66 1348
1 11 21 35 48 51 59 66 3013
1 11 21 35 48 51 59 66 575
1 11 21 35 48 51 59 66 636
1 11 21 35 48 51 59 66 957
1 11 21 35 48 51 59 66 1611
1 11 21 35 48 51 59 66 1374
1 11 21 35 48 51 59 66 1637
1 11 21 35 48 52 59 66 654
1 11 21 35 48 52 59 66 2076
1 11 21 35 48 52 59 66 620
1 11 21 35 48 52 59 66 1790
1 11 21 35 48 52 59 66 980
1 11 21 35 48 52 59 66 924
1 11 21 35 48 52 59 66 858
1 11 26 38 41 52 59 66 1048
1 11 27 38 41 52 59 66 759
1 11 28 38 40 53 59 66 3328
1 11 27 38 40 53 59 66 777
1 11 27 38 41 53 59 66 2808
1 11 29 38 40 53 59 66 857
1 11 27 38 41 53 59 66 2479
1 11 27 38 41 53 59 66 1852
1 11 29 38 40 53 59 66 1503
1 11 23 38 44 53 59 66 1854
1 11 22 38 44 53 59 66 736
1 11 23 38 44 53 59 66 1347
1 11 22 38 45 54 59 66 985
1 11 25 38 41 54 59 66 1123
1 11 29 38 40 54 59 66 874
1 11 27 38 41 54 59 66 1127
1 11 26 38 41 54 59 66 1905
1 11 29 38 40 54 59 66 1312
1 11 27 38 41 54 59 66 1180
1 11 27 38 41 54 59 66 570
1 11 29 38 40 54 59 66 2038
1 11 27 38 41 55 59 66 841
1 11 27 38 41 55 59 66 880
1 11 28 38 40 55 59 66 708
1 11 27 38 41 55 59 66 803
1 11 27 38 40 55 59 66 1513
1 11 28 38 40 55 59 66 716
1 11 27 38 41 55 59 66 715
1 11 28 38 40 55 59 66 1015
1 11 28 38 40 55 59 66 1493
1 11 27 38 41 55 59 66 590
1 11 28 38 40 56 59 66 1117
1 11 27 38 40 56 59 66 961
1 11 27 38 41 56 59 66 1678
1 11 29 38 40 56 59 66 547
1 11 27 38 41 56 59 66 1028
1 11 27 38 41 56 59 66 715
1 11 24 38 43 56 59 66 1974
1 11 22 38 44 56 59 66 506
1 11 26 38 41 56 59 66 1438
1 11 29 38 40 57 59 66 1251
1 11 27 38 40 57 59 66 686
1 11 28 38 40 57 59 66 818
1 11 28 38 40 57 59 66 615
1 11 27 38 41 57 59 66 1133
1 11 29 38 40 57 59 66 2273
1 11 28 38 40 57 59 66 782
1 11 27 38 41 57 59 66 441
1 11 29 38 40 57 59 66 1065
1 11 27 38 40 57 59 66 1138
1 11 27 38 40 58 59 66 1426
1 11 30 38 40 58 59 66 1014
1 11 27 38 40 58 59 66 1878
1 11 24 38 42 58 59 66 813
1 11 21 35 48 58 59 66 924
1 11 21 35 48 58 59 66 490
1 11 21 35 48 58 59 66 514
1 11 21 36 48 58 59 66 789
1 11 21 36 48 58 59 66 2304
1 11 21 35 48 58 59 66 716
1 11 21 36 48 49 59 66 476
1 11 21 36 48 49 60 66 818
1 11 21 35 48 49 60 66 1102
1 11 21 35 48 49 60 66 1272
1 11 21 35 48 49 60 66 1123
1 11 21 35 48 49 60 66 1124
1 11 21 35 48 49 60 66 860
1 11 21 35 48 49 60 66 1554
1 11 21 35 48 49 60 66 2255
1 11 21 35 48 49 60 66 751
1 11 21 35 48 50 60 66 487
1 11 21 35 48 50 60 66 1561
1 11 21 35 48 50 60 66 1837
1 11 21 35 48 50 60 66 1749
